91;29;6.89e-07
91;91;1.0
91;167;6.89e-07
91;199;6.89e-07
91;238;6.89e-07
91;302;6.89e-07
91;423;6.89e-07
91;442;6.89e-07
91;490;6.89e-07
91;563;6.89e-07
91;612;6.89e-07
91;677;6.89e-07
92;92;1.0
92;269;-0.00051188
93;11;-0.22721796240000006
93;15;-0.0005254200000000001
93;18;-0.45662
93;28;-0.005560000000000001
93;29;-0.0067
93;70;-58.0
93;93;1.0
93;167;-0.0067
93;199;-0.0067
93;238;-0.0067
93;249;-0.0016564000000000001
93;255;-0.24906702
93;269;-0.031589696
93;275;-0.0002502
93;298;-0.578
93;302;-0.0067
93;309;-0.08390399999999999
93;324;-0.0069788
93;340;-0.74892
93;367;-0.031589696
93;423;-0.0067
93;442;-0.0067
93;490;-0.0067
93;517;-0.24318105600000003
93;538;-0.08593869600000001
93;563;-0.0067
93;612;-0.0067
93;618;-0.043626399999999996
93;677;-0.0067
93;751;-0.3028953229398664
94;94;1.0
94;397;-2.96
95;95;1.0
96;96;1.0
96;397;-1.97
97;97;1.0
98;68;-0.000227
98;98;1.0
99;99;1.0
100;100;1.0
101;101;1.0
101;439;-0.6
102;102;1.0
102;254;-0.003
103;103;1.0
103;439;158.0
104;104;1.0
105;105;1.0
105;109;-0.00107306247513933
105;288;-0.000943475243847957
105;738;-0.00341453874489795
106;106;1.0
107;107;1.0
108;108;1.0
108;746;-13.33333333333333
109;109;1.0
110;109;-5.24902488764079
110;110;1.0
110;118;-2.99052117217708
110;288;-2.19478675958184
110;738;-45.1462700500727
111;111;1.0
111;662;-0.752
112;112;1.0
113;10;-0.55
113;113;1.0
113;153;-0.55
114;114;1.0
114;288;-0.0306678091550663
114;738;-0.0398738380574056
115;61;-0.035
115;115;1.0
115;190;-0.035
115;244;-0.01167177665071587
115;609;-0.02
116;116;1.0
116;636;-854.0
116;736;-500.0
117;117;1.0
117;662;-0.0144
118;118;1.0
119;109;-7.09651371828812
119;119;1.0
120;120;1.0
121;121;1.0
121;219;-0.8574855942376951
122;10;-4.6e-10
122;122;1.0
122;141;-4e-10
122;153;-4.6e-10
122;156;-4e-10
122;188;-4e-10
122;491;-4e-10
122;527;-4e-10
122;609;-4e-10
122;620;-4e-10
123;123;1.0
124;124;1.0
124;609;-0.02
125;125;1.0
125;425;-0.016
126;14;-1500.0
126;18;-0.18493
126;126;1.0
126;301;-405.0
127;127;1.0
127;548;-97.5
128;128;1.0
128;275;-0.02769189189189189
129;129;1.0
129;439;-0.018
130;130;1.0
131;131;1.0
131;293;-3250.0
132;21;-1.0
132;58;-0.086
132;132;1.0
132;184;-1.0
132;292;-0.15
132;372;-1.0
132;395;-45.0
132;425;-0.041
132;524;-1.0
132;581;-1.0
132;615;-440.0
133;133;1.0
134;134;1.0
135;109;-0.00154437743655919
135;135;1.0
135;288;-0.00117812433280683
135;738;-0.0110994524930319
136;109;-0.0253682826353956
136;118;-0.00261228258157648
136;136;1.0
136;288;-0.0371539117246167
136;576;-0.02239020829548098
136;738;-0.0433926653724011
137;137;1.0
137;288;-0.0130467681272361
137;738;-0.0169705581939628
138;37;-0.5
138;138;1.0
138;380;-0.5
139;139;1.0
139;582;-3.7663
139;668;-0.37662
140;140;1.0
141;10;-0.95
141;141;1.0
142;142;1.0
142;293;-20.0
143;143;1.0
143;288;-0.000488942602068148
143;738;-0.000633125880536691
144;144;1.0
144;526;-0.3891557995881949
145;145;1.0
145;561;-46.38742420664875
145;582;-1.9575
145;668;-0.97875
146;146;1.0
146;561;-34.01744441820909
147;147;1.0
148;148;1.0
148;476;-0.59
149;149;1.0
149;298;-0.021
150;150;1.0
151;151;1.0
152;152;1.0
153;153;1.0
153;156;-0.94
153;368;-0.89
154;68;-0.000555
154;154;1.0
155;155;1.0
155;397;-0.09
156;156;1.0
157;157;1.0
158;15;-0.0005
158;158;1.0
159;148;-0.4
159;159;1.0
160;9;-0.2
160;11;-0.08008
160;29;-0.0336
160;148;-0.2
160;160;1.0
160;167;-0.0336
160;199;-0.0336
160;213;-0.37944000000000006
160;231;-0.2
160;238;-0.0336
160;254;-0.2
160;269;-0.38056
160;302;-0.0336
160;344;-0.22
160;367;-0.23315999999999998
160;420;-0.38056
160;423;-0.0336
160;439;-487.0
160;442;-0.0336
160;462;-0.0199
160;490;-0.0336
160;517;-0.27336000000000005
160;538;-0.37944000000000006
160;563;-0.0336
160;612;-0.0336
160;677;-0.0336
160;710;-55100.0
160;724;-0.37944000000000006
161;161;1.0
162;11;-0.00435006
162;162;1.0
162;269;-0.00620688
162;420;-0.0031463199999999998
163;163;1.0
164;164;1.0
165;165;1.0
165;395;-45.0
165;615;-440.0
166;166;1.0
167;167;1.0
168;29;-0.000689
168;167;-0.000689
168;168;1.0
168;199;-0.000689
168;238;-0.000689
168;302;-0.000689
168;397;-55.0
168;423;-0.000689
168;442;-0.000689
168;490;-0.000689
168;563;-0.000689
168;612;-0.000689
168;677;-0.000689
168;751;-68.8195991091314
169;169;1.0
170;170;1.0
171;109;-0.00640857232067048
171;171;1.0
172;15;-0.0001
172;89;-9e-05
172;172;1.0
172;249;-5e-05
172;447;-0.0001
172;525;-5e-05
173;173;1.0
174;174;1.0
174;760;0.76
175;175;1.0
175;213;-0.0037200000000000006
175;724;-0.0036084000000000003
176;109;-0.00245437021050929
176;176;1.0
176;288;-0.000701237095408489
176;439;-6.0
176;738;-0.00107273937169882
177;109;-0.0016612974261811
177;177;1.0
177;288;-0.000604191036802619
177;738;-0.0114641440668571
178;178;1.0
178;325;-1.1873039430633782e-06
179;179;1.0
179;710;-10.4
180;61;-0.05
180;144;-0.05
180;156;-0.02
180;180;1.0
180;183;-0.02
180;190;-0.05
180;244;-0.017192469698272154
180;491;-0.02
180;746;-0.008333333333333333
181;181;1.0
181;439;-6.0
182;109;-1.86908896837008
182;182;1.0
182;288;-0.00126028339690803
182;738;-0.00571206502210416
183;183;1.0
183;219;-0.2518967587034814
183;707;-0.2569230769230769
184;184;1.0
184;526;-0.12916952642415921
185;185;1.0
185;577;-0.338
186;186;1.0
187;70;-1.693057110862262e-07
187;187;1.0
188;144;-0.87
188;188;1.0
189;189;1.0
190;190;1.0
190;707;-0.18923076923076923
191;191;1.0
192;192;1.0
193;193;1.0
193;293;-57500.0
194;194;1.0
195;195;1.0
196;6;-0.106
196;196;1.0
196;284;-0.106
196;520;-0.106
196;620;-0.12
197;197;1.0
197;206;0.16666666666666666
197;339;3.0
197;571;0.5
198;198;1.0
198;298;-5.4
199;199;1.0
200;200;1.0
200;288;-0.00217549792395151
200;738;-0.00243015790847698
201;201;1.0
201;710;-187.0
202;202;1.0
203;203;1.0
204;204;1.0
205;205;1.0
206;206;1.0
207;44;-0.22
207;207;1.0
208;208;1.0
208;288;-0.000469432075716452
208;738;-0.000608250168842781
209;109;-0.00222385762236662
209;209;1.0
209;288;-0.00159953640584049
209;738;-0.00181916983795653
210;210;1.0
211;211;1.0
211;479;-1.0
212;212;1.0
213;213;1.0
213;677;-1.00057
214;109;-0.00359023198022541
214;214;1.0
215;215;1.0
215;760;0.11
216;216;1.0
216;324;-7.95e-14
216;325;-4.134988363072149e-07
216;561;-24.73995957687934
217;217;1.0
218;218;1.0
219;219;1.0
220;220;1.0
221;109;-0.00171401939901084
221;221;1.0
222;222;1.0
222;746;-0.075
223;223;1.0
223;580;4.0
223;582;-4.9025
223;668;-0.22825
224;224;1.0
225;9;-1.5e-10
225;13;-1.5e-10
225;30;-1.5e-10
225;159;-1e-10
225;207;-1.5e-10
225;225;1.0
225;536;-1.4e-10
225;550;-7.7e-11
225;753;-1.1e-10
226;226;1.0
226;710;-5120.0
227;213;-37.223436
227;227;1.0
228;228;1.0
229;229;1.0
229;254;-0.13
230;230;1.0
230;439;-270.0
231;231;1.0
231;476;-0.3
232;232;1.0
232;439;-0.18
233;233;1.0
233;662;-0.0273
234;109;-0.00413344598730038
234;118;-3.53154920467617
234;234;1.0
234;288;-15.9187731354229
234;738;-0.0217927815515292
235;109;-0.0157097043766782
235;235;1.0
235;288;-0.0201241134900112
235;738;-0.0252954512587566
236;236;1.0
236;626;-3.54
236;668;-0.0744
237;237;1.0
238;238;1.0
239;144;-0.08
239;156;-0.04
239;183;-0.04
239;239;1.0
239;244;-0.08978289731319902
239;491;-0.04
240;60;-7e-07
240;62;-1.23e-08
240;240;1.0
240;249;-1e-08
240;269;-0.00013131999999999998
241;241;1.0
242;68;-0.00328
242;242;1.0
243;15;-0.0011
243;89;-0.00184
243;243;1.0
243;249;-0.00035
243;324;-0.0001751
243;447;-0.0013
243;525;-0.00032
244;219;-0.8574855942376951
244;244;1.0
245;245;1.0
245;710;-3310000.0
246;246;1.0
247;247;1.0
247;269;-0.0006834
248;109;-0.00343168427560932
248;248;1.0
249;249;1.0
249;517;-35.1616
249;656;-1.8388
250;250;1.0
250;582;-0.0001116
250;668;-1.116e-05
251;251;1.0
251;476;-0.11
252;252;1.0
253;253;1.0
254;254;1.0
254;523;-0.1
255;29;-1.00057
255;255;1.0
256;256;1.0
256;582;4.5
257;257;1.0
257;479;-80000.0
258;252;-220.0
258;258;1.0
259;259;1.0
259;751;-7.928730512249442e-06
260;260;1.0
261;261;1.0
261;662;-0.00504
262;68;-0.0177
262;262;1.0
263;263;1.0
264;264;1.0
264;760;-0.3802
265;265;1.0
265;582;0.000671370317204224
266;109;-0.00110104980371555
266;266;1.0
267;15;-0.0007239
267;60;-8.93e-05
267;62;-0.000234
267;89;-0.0008964999999999999
267;249;-0.00024362
267;267;1.0
267;447;-0.0008910000000000001
267;525;-0.0001246
268;11;-0.16302000000000003
268;213;-0.15252000000000002
268;268;1.0
268;269;-0.15276
268;367;-0.09380000000000001
268;420;-0.15276
268;449;-0.1504
268;462;-0.02417
268;517;-0.15276
268;538;-0.15252000000000002
268;724;-0.15252000000000002
269;238;-1.00057
269;269;1.0
270;270;1.0
271;271;1.0
271;439;-42.2
272;272;1.0
273;273;1.0
273;288;-0.000687127661724979
273;738;-0.00147861408493295
274;274;1.0
274;439;-60.0
275;275;1.0
275;538;-37.9254
276;276;1.0
277;277;1.0
278;278;1.0
279;279;1.0
279;395;-15.0
279;615;-220.0
280;118;-0.00262508454019263
280;280;1.0
281;281;1.0
282;282;1.0
283;283;1.0
283;428;-0.1
284;284;1.0
284;707;-0.25846153846153846
285;285;1.0
286;286;1.0
287;287;1.0
287;298;-1.0
288;288;1.0
289;21;-1.0
289;184;-1.0
289;289;1.0
289;372;-1.0
289;524;-1.0
289;581;-1.0
290;255;-0.001410159
290;290;1.0
290;462;-3.3e-05
291;291;1.0
292;148;-0.0049
292;292;1.0
293;293;1.0
294;294;1.0
294;662;-13.75
295;11;-0.007187752000000001
295;227;-9e-05
295;255;-0.005022
295;269;-0.071221
295;275;-8.8e-05
295;295;1.0
295;334;-8.8e-05
295;367;-0.0002412
295;397;-1.25
295;420;-0.0078658
296;35;-1.0
296;55;-1.0
296;58;-0.17
296;159;-0.35
296;229;-0.029
296;292;-0.031
296;296;1.0
296;336;-1.0
296;425;-0.14
296;428;-1.0
296;435;-1.0
296;499;-0.0088
296;536;-0.091
296;550;-0.47
296;600;-1.0
296;603;-0.51
296;605;-0.042
296;753;-0.3
297;109;-0.307008683680048
297;118;-0.16792951392205
297;288;-0.114706878268446
297;297;1.0
297;668;-6.324e-05
297;738;-1.7696815784961
298;298;1.0
298;751;-1.6904231625835189
299;109;-0.00560663811036754
299;118;-0.0223117148423697
299;288;-0.00695589502098617
299;299;1.0
299;738;-0.028379845541182
300;58;-0.57
300;292;-0.97
300;300;1.0
300;425;-0.27
301;187;-1.0
301;301;1.0
302;302;1.0
303;303;1.0
303;662;1.8
304;109;-0.0481944969103818
304;118;-0.0264742623426067
304;288;-0.0198673545538969
304;304;1.0
304;738;-0.367488613088296
305;305;1.0
305;479;-2.0
306;306;1.0
307;206;-0.16666666666666666
307;307;1.0
307;339;-3.0
307;571;-0.5
308;308;1.0
309;309;1.0
309;563;-1.00057
310;310;1.0
310;447;-0.0004
311;311;1.0
312;312;1.0
312;710;135000.0
313;313;1.0
313;576;-0.0001262453990160267
314;314;1.0
315;251;-0.46
315;315;1.0
316;316;1.0
316;615;-220.0
317;317;1.0
317;439;-6300.0
318;318;1.0
319;251;-0.35
319;319;1.0
320;320;1.0
321;321;1.0
321;439;-9.05
322;322;1.0
323;323;1.0
324;324;1.0
324;340;-55.303
325;325;1.0
325;639;-12.456827894327896
325;751;-12.89
326;326;1.0
326;425;-0.016
327;68;-0.00341
327;327;1.0
327;746;-5.008333333333334
328;148;-1.9e-08
328;328;1.0
328;483;-1.9e-08
328;495;-1.9e-08
328;523;-1.9e-08
329;329;1.0
330;330;1.0
331;14;-1500.0
331;18;-0.18493
331;301;-405.0
331;331;1.0
332;332;1.0
332;582;-1.3227e-09
333;15;-0.0003
333;89;-0.00056
333;249;-0.00026
333;333;1.0
333;447;-0.0002
333;525;-0.00058
334;334;1.0
334;724;-37.223436
335;15;-0.00021921
335;89;-0.00015271
335;335;1.0
336;231;-0.21
336;336;1.0
337;337;1.0
338;338;1.0
338;710;5120.0
339;339;1.0
340;255;-2.2084524
340;340;1.0
341;29;-2.6e-10
341;167;-2.6e-10
341;199;-2.6e-10
341;238;-2.6e-10
341;302;-2.6e-10
341;341;1.0
341;423;-2.6e-10
341;442;-2.6e-10
341;490;-2.6e-10
341;563;-2.6e-10
341;612;-2.6e-10
341;677;-2.6e-10
342;109;-0.00561531807377424
342;342;1.0
343;288;-0.00113594393857479
343;343;1.0
343;738;-0.00147914315885953
344;344;1.0
344;523;-0.1
345;345;1.0
345;439;-3.34
346;288;-0.00125163285904052
346;346;1.0
346;576;-0.0001364426423488863
346;738;-0.00193614834770559
347;347;1.0
348;68;-0.00182
348;348;1.0
349;349;1.0
350;350;1.0
351;188;-0.65
351;227;-3e-05
351;275;-3.2e-05
351;334;-3.2e-05
351;351;1.0
351;538;-0.014508
352;352;1.0
353;109;-0.176057542418772
353;118;-0.0131121774826084
353;288;-0.0272025151945315
353;353;1.0
353;576;-0.1470629095323086
353;577;-0.192
353;738;-0.149805036939872
354;354;1.0
354;724;-0.007440000000000001
355;355;1.0
355;538;-0.013392000000000001
356;356;1.0
357;357;1.0
358;109;-0.00155582395722054
358;118;-0.00109923138846146
358;288;-1.69592765886261
358;358;1.0
358;738;-2.20591069683144
359;359;1.0
360;360;1.0
361;26;-4.6e-10
361;58;-3.8e-10
361;63;-4.6e-10
361;102;-4.6e-10
361;292;-4.4e-10
361;315;-4.6e-10
361;319;-4.6e-10
361;361;1.0
361;524;-4.6e-10
361;581;-4.6e-10
361;582;-4.6e-10
361;603;-2.2e-10
361;605;-4.4e-10
362;362;1.0
362;439;-0.03
363;293;-1800000.0
363;363;1.0
364;325;-0.0007424359968968193
364;364;1.0
365;254;-0.089
365;365;1.0
365;499;-0.11
366;366;1.0
367;367;1.0
367;442;-1.00057
368;368;1.0
368;495;-0.43
369;369;1.0
369;439;-0.3
370;11;-0.0046750704
370;15;-0.00010842
370;60;-1.875666e-05
370;89;-0.0008367800000000001
370;194;-0.00948
370;213;-0.03516144
370;227;-0.00049762
370;249;-0.0006
370;255;-0.01959882
370;269;-0.02533136
370;275;-0.0002502
370;324;-0.0069788
370;334;-0.0002502
370;340;-0.74892
370;367;-0.031589696
370;370;1.0
370;379;-0.03885
370;420;-0.031589696
370;447;-0.0001080169
370;462;-0.0017653
370;517;-0.031589696
370;538;-0.03516144
370;582;-6.8902
370;656;-0.00117872
370;662;-0.55
370;724;-0.03516144
371;288;-0.0130455974552433
371;371;1.0
371;738;-0.0169685444277564
372;219;-0.8574855942376951
372;372;1.0
373;219;-5.007692307692308
373;373;1.0
373;483;-380.0
373;495;-380.0
373;526;-4.468085106382978
373;707;-5.007692307692308
374;374;1.0
375;375;1.0
376;376;1.0
376;499;-0.021
377;377;1.0
377;710;-26.0
378;29;-0.000584
378;167;-0.000584
378;199;-0.000584
378;238;-0.000584
378;302;-0.000584
378;378;1.0
378;423;-0.000584
378;442;-0.000584
378;490;-0.000584
378;563;-0.000584
378;612;-0.000584
378;677;-0.000584
379;379;1.0
380;380;1.0
380;707;-0.07230769230769231
381;381;1.0
381;425;-0.057
381;499;-0.0068
381;550;-0.078
382;382;1.0
382;439;-0.3
383;383;1.0
384;269;-0.0051992
384;384;1.0
385;385;1.0
386;386;1.0
386;499;-1.7e-05
387;387;1.0
387;439;5.0
388;388;1.0
388;576;-0.0007857849594006147
389;389;1.0
390;29;7.5e-05
390;167;7.5e-05
390;199;7.5e-05
390;238;7.5e-05
390;302;7.5e-05
390;390;1.0
390;423;7.5e-05
390;442;7.5e-05
390;490;7.5e-05
390;563;7.5e-05
390;612;7.5e-05
390;677;7.5e-05
391;391;1.0
392;392;1.0
392;639;-3.5098030277376187
393;393;1.0
393;425;-0.032
394;394;1.0
395;187;-1.0
395;395;1.0
396;396;1.0
396;483;-0.43
397;183;-0.94
397;397;1.0
398;109;-0.0680328030345779
398;118;-0.0320925813317704
398;288;-0.0259878960887963
398;398;1.0
398;738;-0.306744984291469
399;399;1.0
400;400;1.0
400;668;-0.37662
401;401;1.0
402;324;-9.7173e-10
402;402;1.0
403;403;1.0
404;255;-0.066731592
404;404;1.0
405;188;-1.0
405;405;1.0
406;406;1.0
407;27;-1.0
407;121;-1.0
407;407;1.0
407;573;-1.0
408;408;1.0
409;29;0.000168
409;167;0.000168
409;199;0.000168
409;238;0.000168
409;302;0.000168
409;409;1.0
409;423;0.000168
409;442;0.000168
409;490;0.000168
409;563;0.000168
409;612;0.000168
409;677;0.000168
410;410;1.0
411;411;1.0
412;412;1.0
412;746;-53.23375
413;413;1.0
414;414;1.0
415;293;-130.0
415;415;1.0
416;29;-0.0326
416;167;-0.0326
416;199;-0.0326
416;206;-0.16666666666666666
416;238;-0.0326
416;302;-0.0326
416;339;-3.0
416;416;1.0
416;423;-0.0326
416;439;-81.1
416;442;-0.0326
416;490;-0.0326
416;563;-0.0326
416;571;-0.5
416;612;-0.0326
416;677;-0.0326
416;710;-315000.0
417;417;1.0
418;418;1.0
419;324;-3.3127e-12
419;419;1.0
420;302;-1.00057
420;420;1.0
421;421;1.0
421;439;-20.0
422;422;1.0
422;576;-0.0005067818123264804
423;423;1.0
424;424;1.0
425;254;-0.3
425;425;1.0
426;426;1.0
427;427;1.0
428;344;-0.02
428;428;1.0
429;269;-0.0023852
429;429;1.0
430;430;1.0
431;431;1.0
432;432;1.0
432;751;-3.964365256124721e-06
433;433;1.0
434;12;-0.00026
434;109;-0.0105195186936715
434;118;-0.0121994752581018
434;288;-0.00470890944461147
434;434;1.0
434;576;-0.5843558594445183
434;738;-0.0136909761396828
435;148;-0.028
435;435;1.0
436;109;-0.00145604107339675
436;436;1.0
437;437;1.0
438;438;1.0
439;194;-1.69e-08
439;439;1.0
440;440;1.0
441;190;-0.9
441;441;1.0
442;442;1.0
443;443;1.0
444;444;1.0
445;301;-7.0
445;445;1.0
446;446;1.0
447;420;-29.2388
447;447;1.0
448;448;1.0
449;367;-58.638400000000004
449;449;1.0
450;450;1.0
451;269;-0.00070484
451;451;1.0
452;452;1.0
453;453;1.0
453;479;-1.0
454;454;1.0
455;455;1.0
456;456;1.0
456;710;-3330.0
457;457;1.0
458;109;-0.055398762787398
458;118;-0.00622539004691176
458;288;-0.12523145536307
458;458;1.0
458;738;-0.157092350103479
459;459;1.0
460;460;1.0
461;439;-0.006
461;461;1.0
462;334;-1.0246
462;462;1.0
463;439;-0.06
463;463;1.0
464;464;1.0
464;538;-0.026784000000000002
465;465;1.0
466;288;-0.000491868099645106
466;466;1.0
466;738;-0.000636956851758024
467;18;-0.27397
467;301;-600.0
467;467;1.0
468;468;1.0
469;469;1.0
469;582;-0.75
470;425;-0.45
470;470;1.0
471;109;-0.044366261423702
471;118;-0.0231092268615785
471;288;-0.0173753936335754
471;471;1.0
471;738;-0.247542730884833
472;395;-60.0
472;472;1.0
472;561;-23.19371210332438
472;582;-5.1221
472;615;-220.0
472;746;-15.0
473;9;-1.0
473;13;-1.0
473;30;-1.0
473;58;-1.0
473;159;-1.0
473;207;-1.0
473;425;-1.0
473;473;1.0
473;536;-1.0
473;550;-1.0
474;287;-1.09529e-07
474;474;1.0
475;109;-0.00249703578510852
475;118;-0.00354595307988148
475;475;1.0
476;476;1.0
476;523;-0.8
477;477;1.0
478;11;-0.0022696960000000003
478;255;-0.007552716000000001
478;420;-0.0062926399999999995
478;478;1.0
479;287;-1.09529e-07
479;479;1.0
480;109;-0.00394469475403785
480;480;1.0
481;188;-0.019
481;481;1.0
482;474;-2000.0
482;482;1.0
482;548;-3000.0
482;626;-1180.0
482;636;-454.0
482;736;-500.0
483;483;1.0
484;484;1.0
484;582;-0.3375
485;11;-1.91
485;109;-0.00123045025896688
485;118;-1.45648391278383
485;213;-2.85
485;255;-2.85
485;269;-1.91
485;288;-1.66954911493118
485;298;-1.0
485;367;-1.91
485;420;-1.91
485;485;1.0
485;517;-1.91
485;538;-2.85
485;576;0.001866745325280486
485;724;-2.85
485;738;-2.17015471250728
486;486;1.0
487;487;1.0
488;6;-0.894
488;284;-0.894
488;488;1.0
488;520;-0.894
488;620;-0.88
489;489;1.0
489;668;0.84375
490;490;1.0
491;396;-0.89
491;491;1.0
492;188;-0.1
492;492;1.0
493;288;-0.000744766860839538
493;493;1.0
493;576;-0.001339655855137307
493;738;-0.00108630715115178
494;494;1.0
495;495;1.0
496;439;-0.003
496;496;1.0
497;141;-1.6
497;497;1.0
497;527;-1.6
498;29;6.27e-06
498;167;6.27e-06
498;199;6.27e-06
498;238;6.27e-06
498;302;6.27e-06
498;423;6.27e-06
498;442;6.27e-06
498;490;6.27e-06
498;498;1.0
498;563;6.27e-06
498;612;6.27e-06
498;677;6.27e-06
499;254;-0.48
499;499;1.0
500;141;-0.88
500;500;1.0
500;527;-0.88
501;501;1.0
502;439;-0.00042
502;502;1.0
503;503;1.0
504;504;1.0
505;325;-7.292474786656322e-06
505;505;1.0
505;582;-2.4104
506;506;1.0
507;507;1.0
508;508;1.0
509;509;1.0
510;60;-0.006857
510;474;-2000.0
510;510;1.0
510;548;-4000.0
510;626;-118.0
510;736;-15000.0
511;11;-1.19262
511;269;-1.11756
511;275;-0.1892
511;367;-8.819075999999999
