time (s);Kick-scooter;Bicycle <25km;Bicycle <45km;Bicycle cargo;Moped <4kW;Scooter <4kW;Scooter 4-11kW;Motorcycle 4-11kW;Motorcycle 11-35kW;Motorcycle >35kW
1604;18.7;18.7;18.7;18.7;0;0;0;0;0;115.9
1605;18.7;18.7;18.7;18.7;0;0;0;0;0;116
1606;18.7;18.7;18.7;18.7;0;0;0;0;0;116
1607;18.7;18.7;18.7;18.7;0;0;0;0;0;116
1608;18.7;18.7;18.7;18.7;0;0;0;0;0;116
1609;18.7;18.7;18.7;18.7;0;0;0;0;0;115.9
1610;18.7;18.7;18.7;18.7;0;0;0;0;0;115.9
1611;18.7;18.7;18.7;18.7;0;0;0;0;0;115.9
1612;18.7;18.7;18.7;18.7;0;0;0;0;0;115.8
1613;18.7;18.7;18.7;18.7;0;0;0;0;0;115.8
1614;18.7;18.7;18.7;18.7;0;0;0;0;0;115.8
1615;18.7;18.7;18.7;18.7;0;0;0;0;0;115.8
1616;18.7;18.7;18.7;18.7;0;0;0;0;0;115.8
1617;18.7;18.7;18.7;18.7;0;0;0;0;0;115.8
1618;18.7;18.7;18.7;18.7;0;0;0;0;0;115.9
1619;18.7;18.7;18.7;18.7;0;0;0;0;0;116
1620;18.7;18.7;18.7;18.7;0;0;0;0;0;116.2
1621;18.7;18.7;18.7;18.7;0;0;0;0;0;116.4
1622;18.7;18.7;18.7;18.7;0;0;0;0;0;116.6
1623;18.7;18.7;18.7;18.7;0;0;0;0;0;116.8
1624;18.7;18.7;18.7;18.7;0;0;0;0;0;117.1
1625;18.7;18.7;18.7;18.7;0;0;0;0;0;117.4
1626;18.7;18.7;18.7;18.7;0;0;0;0;0;117.9
1627;18.7;18.7;18.7;18.7;0;0;0;0;0;118.4
1628;18.7;18.7;18.7;18.7;0;0;0;0;0;118.9
1629;18.7;18.7;18.7;18.7;0;0;0;0;0;119.2
1630;18.7;18.7;18.7;18.7;0;0;0;0;0;119.5
1631;18.7;18.7;18.7;18.7;0;0;0;0;0;119.7
1632;18.7;18.7;18.7;18.7;0;0;0;0;0;119.9
1633;18.7;18.7;18.7;18.7;0;0;0;0;0;120.1
1634;18.7;18.7;18.7;18.7;0;0;0;0;0;120.3
1635;18.7;18.7;18.7;18.7;0;0;0;0;0;120.5
1636;18.7;18.7;18.7;18.7;0;0;0;0;0;120.8
1637;18.7;18.7;18.7;18.7;0;0;0;0;0;121.1
1638;18.7;18.7;18.7;18.7;0;0;0;0;0;121.5
1639;18.7;18.7;18.7;18.7;0;0;0;0;0;122
1640;18.7;18.7;18.7;18.7;0;0;0;0;0;122.3
1641;18.7;18.7;18.7;18.7;0;0;0;0;0;122.6
1642;18.7;18.7;18.7;18.7;0;0;0;0;0;122.9
1643;18.7;18.7;18.7;18.7;0;0;0;0;0;123.1
1644;18.7;18.7;18.7;18.7;0;0;0;0;0;123.2
1645;18.7;18.7;18.7;18.7;0;0;0;0;0;123.4
1646;18.7;18.7;18.7;18.7;0;0;0;0;0;123.5
1647;18.7;18.7;18.7;18.7;0;0;0;0;0;123.7
1648;18.7;18.7;18.7;18.7;0;0;0;0;0;123.9
1649;18.7;18.7;18.7;18.7;0;0;0;0;0;124.2
1650;18.7;18.7;18.7;18.7;0;0;0;0;0;124.5
1651;18.7;18.7;18.7;18.7;0;0;0;0;0;124.8
1652;18.7;18.7;18.7;18.7;0;0;0;0;0;125
1653;18.7;18.7;18.7;18.7;0;0;0;0;0;125.2
1654;18.7;18.7;18.7;18.7;0;0;0;0;0;125.3
1655;18.7;18.7;18.7;18.7;0;0;0;0;0;125.1
1656;18.7;18.7;18.7;18.7;0;0;0;0;0;124.4
1657;18.7;18.7;18.7;18.7;0;0;0;0;0;123.3
1658;18.7;18.7;18.7;18.7;0;0;0;0;0;122.1
1659;18.7;18.7;18.7;18.7;0;0;0;0;0;120.8
1660;18.7;18.7;18.7;18.7;0;0;0;0;0;119.5
1661;18.7;18.7;18.7;18.7;0;0;0;0;0;118.4
1662;18.7;18.7;18.7;18.7;0;0;0;0;0;117.8
1663;18.7;18.7;18.7;18.7;0;0;0;0;0;117.6
1664;18.7;18.7;18.7;18.7;0;0;0;0;0;117.5
1665;18.7;18.7;18.7;18.7;0;0;0;0;0;117.5
1666;18.7;18.7;18.7;18.7;0;0;0;0;0;117.4
1667;18.7;18.7;18.7;18.7;0;0;0;0;0;117.3
1668;18.7;18.7;18.7;18.7;0;0;0;0;0;117.1
1669;18.7;18.7;18.7;18.7;0;0;0;0;0;116.9
1670;18.7;18.7;18.7;18.7;0;0;0;0;0;116.6
1671;18.7;18.7;18.7;18.7;0;0;0;0;0;116.5
1672;18.7;18.7;18.7;18.7;0;0;0;0;0;116.4
1673;18.7;18.7;18.7;18.7;0;0;0;0;0;116.4
1674;18.7;18.7;18.7;18.7;0;0;0;0;0;116.5
1675;18.7;18.7;18.7;18.7;0;0;0;0;0;116.7
1676;18.7;18.7;18.7;18.7;0;0;0;0;0;117
1677;18.7;18.7;18.7;18.7;0;0;0;0;0;117.3
1678;18.7;18.7;18.7;18.7;0;0;0;0;0;117.7
1679;18.7;18.7;18.7;18.7;0;0;0;0;0;118.1
1680;18.7;18.7;18.7;18.7;0;0;0;0;0;118.5
1681;18.7;18.7;18.7;18.7;0;0;0;0;0;118.8
1682;18.7;18.7;18.7;18.7;0;0;0;0;0;118.9
1683;18.7;18.7;18.7;18.7;0;0;0;0;0;119.1
1684;18.7;18.7;18.7;18.7;0;0;0;0;0;119.1
1685;18.7;18.7;18.7;18.7;0;0;0;0;0;119.2
1686;18.7;18.7;18.7;18.7;0;0;0;0;0;119.2
1687;18.7;18.7;18.7;18.7;0;0;0;0;0;119.2
1688;18.7;18.7;18.7;18.7;0;0;0;0;0;119.3
1689;18.7;18.7;18.7;18.7;0;0;0;0;0;119.3
1690;18.7;18.7;18.7;18.7;0;0;0;0;0;119.4
1691;18.7;18.7;18.7;18.7;0;0;0;0;0;119.5
1692;18.7;18.7;18.7;18.7;0;0;0;0;0;119.5
1693;18.7;18.7;18.7;18.7;0;0;0;0;0;119.3
1694;18.7;18.7;18.7;18.7;0;0;0;0;0;119.1
1695;18.7;18.7;18.7;18.7;0;0;0;0;0;118.7
1696;18.7;18.7;18.7;18.7;0;0;0;0;0;118.2
1697;18.7;18.7;18.7;18.7;0;0;0;0;0;117.9
1698;18.7;18.7;18.7;18.7;0;0;0;0;0;117.6
1699;18.7;18.7;18.7;18.7;0;0;0;0;0;117.5
1700;18.7;18.7;18.7;18.7;0;0;0;0;0;117.5
1701;18.7;18.7;18.7;18.7;0;0;0;0;0;117.4
1702;18.7;18.7;18.7;18.7;0;0;0;0;0;117.3
1703;18.7;18.7;18.7;18.7;0;0;0;0;0;117
1704;18.7;18.7;18.7;18.7;0;0;0;0;0;116.7
1705;18.7;18.7;18.7;18.7;0;0;0;0;0;116.4
1706;18.7;18.7;18.7;18.7;0;0;0;0;0;116.1
1707;18.7;18.7;18.7;18.7;0;0;0;0;0;115.9
1708;18.7;18.7;18.7;18.7;0;0;0;0;0;115.7
1709;18.7;18.7;18.7;18.7;0;0;0;0;0;115.5
1710;18.7;18.7;18.7;18.7;0;0;0;0;0;115.3
1711;18.7;18.7;18.7;18.7;0;0;0;0;0;115.2
1712;18.7;18.7;18.7;18.7;0;0;0;0;0;115
1713;18.7;18.7;18.7;18.7;0;0;0;0;0;114.9
1714;18.7;18.7;18.7;18.7;0;0;0;0;0;114.9
1715;18.7;18.7;18.7;18.7;0;0;0;0;0;115
1716;18.7;18.7;18.7;18.7;0;0;0;0;0;115.2
1717;18.7;18.7;18.7;18.7;0;0;0;0;0;115.3
1718;18.7;18.7;18.7;18.7;0;0;0;0;0;115.4
1719;18.7;18.7;18.7;18.7;0;0;0;0;0;115.4
1720;18.7;18.7;18.7;18.7;0;0;0;0;0;115.2
1721;18.7;18.7;18.7;18.7;0;0;0;0;0;114.8
1722;18.7;18.7;18.7;18.7;0;0;0;0;0;114.4
1723;18.7;18.7;18.7;18.7;0;0;0;0;0;113.9
1724;18.7;18.7;18.7;18.7;0;0;0;0;0;113.6
1725;18.7;18.7;18.7;18.7;0;0;0;0;0;113.5
1726;18.7;18.7;18.7;18.7;0;0;0;0;0;113.5
1727;18.7;18.7;18.7;18.7;0;0;0;0;0;113.6
1728;18.7;18.7;18.7;18.7;0;0;0;0;0;113.7
1729;18.7;18.7;18.7;18.7;0;0;0;0;0;113.8
1730;18.7;18.7;18.7;18.7;0;0;0;0;0;113.9
1731;18.7;18.7;18.7;18.7;0;0;0;0;0;114
1732;18.7;18.7;18.7;18.7;0;0;0;0;0;114
1733;18.7;18.7;18.7;18.7;0;0;0;0;0;114.1
1734;18.7;18.7;18.7;18.7;0;0;0;0;0;114.2
1735;18.7;18.7;18.7;18.7;0;0;0;0;0;114.4
1736;18.7;18.7;18.7;18.7;0;0;0;0;0;114.5
1737;18.7;18.7;18.7;18.7;0;0;0;0;0;114.6
1738;18.7;18.7;18.7;18.7;0;0;0;0;0;114.7
1739;18.7;18.7;18.7;18.7;0;0;0;0;0;114.8
1740;18.7;18.7;18.7;18.7;0;0;0;0;0;115
1741;18.7;18.7;18.7;18.7;0;0;0;0;0;115.3
1742;18.7;18.7;18.7;18.7;0;0;0;0;0;116
1743;18.7;18.7;18.7;18.7;0;0;0;0;0;116.7
1744;18.7;18.7;18.7;18.7;0;0;0;0;0;117.5
1745;18.7;18.7;18.7;18.7;0;0;0;0;0;118.2
1746;18.7;18.7;18.7;18.7;0;0;0;0;0;118.6
1747;18.7;18.7;18.7;18.7;0;0;0;0;0;118.7
1748;18.7;18.7;18.7;18.7;0;0;0;0;0;118.8
1749;18.7;18.7;18.7;18.7;0;0;0;0;0;118.8
1750;18.7;18.7;18.7;18.7;0;0;0;0;0;118.9
1751;18.7;18.7;18.7;18.7;0;0;0;0;0;119.1
1752;18.7;18.7;18.7;18.7;0;0;0;0;0;119.4
1753;18.7;18.7;18.7;18.7;0;0;0;0;0;119.7
1754;18.7;18.7;18.7;18.7;0;0;0;0;0;119.9
1755;18.7;18.7;18.7;18.7;0;0;0;0;0;120
1756;18.7;18.7;18.7;18.7;0;0;0;0;0;119.7
1757;18.7;18.7;18.7;18.7;0;0;0;0;0;118.4
1758;18.7;18.7;18.7;18.7;0;0;0;0;0;115.9
1759;18.7;18.7;18.7;18.7;0;0;0;0;0;113.2
1760;18.7;18.7;18.7;18.7;0;0;0;0;0;110.5
1761;18.7;18.7;18.7;18.7;0;0;0;0;0;107.2
1762;18.7;18.7;18.7;18.7;0;0;0;0;0;104
1763;18.7;18.7;18.7;18.7;0;0;0;0;0;100.4
1764;18.7;18.7;18.7;18.7;0;0;0;0;0;96.8
1765;18.7;18.7;18.7;18.7;0;0;0;0;0;92.8
1766;18.7;18.7;18.7;18.7;0;0;0;0;0;88.9
1767;18.7;18.7;18.7;18.7;0;0;0;0;0;84.9
1768;18.7;18.7;18.7;18.7;0;0;0;0;0;80.6
1769;18.7;18.7;18.7;18.7;0;0;0;0;0;76.3
1770;18.7;18.7;18.7;18.7;0;0;0;0;0;72.3
1771;18.7;18.7;18.7;18.7;0;0;0;0;0;68.7
1772;18.7;18.7;18.7;18.7;0;0;0;0;0;65.5
1773;18.7;18.7;18.7;18.7;0;0;0;0;0;63
1774;17.2;17.2;17.2;17.2;0;0;0;0;0;61.2
1775;17.2;17.2;17.2;17.2;0;0;0;0;0;60.5
1776;17.2;17.2;17.2;17.2;0;0;0;0;0;60
1777;17.2;17.2;17.2;17.2;0;0;0;0;0;59.7
1778;17.2;17.2;17.2;17.2;0;0;0;0;0;59.4
1779;17.2;17.2;17.2;17.2;0;0;0;0;0;59.4
1780;17.2;17.2;17.2;17.2;0;0;0;0;0;58
1781;17.2;17.2;17.2;17.2;0;0;0;0;0;55
1782;17.2;17.2;17.2;17.2;0;0;0;0;0;51
1783;17.2;17.2;17.2;17.2;0;0;0;0;0;46
1784;17.2;17.2;17.2;17.2;0;0;0;0;0;38.8
1785;17.2;17.2;17.2;17.2;0;0;0;0;0;31.6
1786;17.2;17.2;17.2;17.2;0;0;0;0;0;24.4
1787;17.2;17.2;17.2;17.2;0;0;0;0;0;17.2
1788;17.2;17.2;17.2;17.2;0;0;0;0;0;10
1789;17.2;17.2;17.2;17.2;0;0;0;0;0;5
1790;17.2;17.2;17.2;17.2;0;0;0;0;0;2
1791;17.2;17.2;17.2;17.2;0;0;0;0;0;0
1792;17.2;17.2;17.2;17.2;0;0;0;0;0;0
1793;17.2;17.2;17.2;17.2;0;0;0;0;0;0
1794;17.2;17.2;17.2;17.2;0;0;0;0;0;0
1795;17.2;17.2;17.2;17.2;0;0;0;0;0;0
1796;17.2;17.2;17.2;17.2;0;0;0;0;0;0
1797;17.2;17.2;17.2;17.2;0;0;0;0;0;0
1798;17.2;17.2;17.2;17.2;0;0;0;0;0;0
1799;17.2;17.2;17.2;17.2;0;0;0;0;0;0
1800;17.2;17.2;17.2;17.2;0;0;0;0;0;0
