time (s);Kick-scooter;Bicycle <25km;Bicycle <45km;Bicycle cargo;Moped <4kW;Scooter <4kW;Scooter 4-11kW;Motorcycle 4-11kW;Motorcycle 11-35kW;Motorcycle >35kW
724;18.9;18.9;18.9;18.9;0;0;0;0;45;45
725;18.9;18.9;18.9;18.9;0;0;0;0;44.3;44.3
726;18.9;18.9;18.9;18.9;0;0;0;0;44.7;44.7
727;18.9;18.9;18.9;18.9;0;0;0;0;46.8;46.8
728;18.9;18.9;18.9;18.9;0;0;0;0;49.9;50.1
729;18.9;18.9;18.9;18.9;0;0;0;0;52.8;53.6
730;18.9;18.9;18.9;18.9;0;0;0;0;55.6;56.9
731;24;24;24;24;0;0;0;0;58.2;59.4
732;24;24;24;24;0;0;0;0;60.2;60.2
733;24;24;24;24;0;0;0;0;59.3;59.3
734;24;24;24;24;0;0;0;0;57.5;57.5
735;24;24;24;24;0;0;0;0;55.4;55.4
736;24;24;24;24;0;0;0;0;52.5;52.5
737;24;24;24;24;0;0;0;0;47.9;47.9
738;24;24;24;24;0;0;0;0;41.4;41.4
739;24;24;24;24;0;0;0;0;34.4;34.4
740;24;24;24;24;0;0;0;0;30;30
741;24;24;24;24;0;0;0;0;27;27
742;24;24;24;24;0;0;0;0;26.5;26.5
743;24;24;24;24;0;0;0;0;28.7;28.7
744;24;24;24;24;0;0;0;0;32.7;33.8
745;24;24;24;24;0;0;0;0;36.5;40.3
746;24;24;24;24;0;0;0;0;40;46.6
747;24;24;24;24;0;0;0;0;43.5;50.4
748;24;24;24;24;0;0;0;0;46.7;54
749;24;24;24;24;0;0;0;0;49.8;56.9
750;24;24;24;24;0;0;0;0;52.7;59.1
751;24;24;24;24;0;0;0;0;55.5;60.6
752;24;24;24;24;0;0;0;0;58.1;61.7
753;24;24;24;24;0;0;0;0;60.6;62.6
754;24;24;24;24;0;0;0;0;62.9;63.1
755;24;24;24;24;0;0;0;0;62.9;62.9
756;24;24;24;24;0;0;0;0;61.7;61.7
757;24;24;24;24;0;0;0;0;59.4;59.4
758;24;24;24;24;0;0;0;0;56.6;56.6
759;24;24;24;24;0;0;0;0;53.7;53.7
760;24;24;24;24;0;0;0;0;50.7;50.7
761;24;24;24;24;0;0;0;0;47.7;47.7
762;24;24;24;24;0;0;0;0;45;45
763;24;24;24;24;0;0;0;0;43.1;43.1
764;24;24;24;24;0;0;0;0;41.9;41.9
765;24;24;24;24;0;0;0;0;41.6;41.6
766;24;24;24;24;0;0;0;0;41.3;41.3
767;24;24;24;24;0;0;0;0;40.9;40.9
768;24;24;24;24;0;0;0;0;41.8;41.8
769;24;24;24;24;0;0;0;0;42.1;42.1
770;24;24;24;24;0;0;0;0;41.8;41.8
771;24;24;24;24;0;0;0;0;41.3;41.3
772;24;24;24;24;0;0;0;0;41.5;41.5
773;24;24;24;24;0;0;0;0;43.5;43.5
774;24;24;24;24;0;0;0;0;46.5;46.5
775;19.9;19.9;19.9;19.9;0;0;0;0;49.7;49.7
776;19.9;19.9;19.9;19.9;0;0;0;0;52.6;52.6
777;19.9;19.9;19.9;19.9;0;0;0;0;55;55
778;19.9;19.9;19.9;19.9;0;0;0;0;56.5;56.5
779;19.9;19.9;19.9;19.9;0;0;0;0;57.1;57.1
780;19.9;19.9;19.9;19.9;0;0;0;0;57.3;57.3
781;19.9;19.9;19.9;19.9;0;0;0;0;57;57
782;19.9;19.9;19.9;19.9;0;0;0;0;56.3;56.3
783;19.9;19.9;19.9;19.9;0;0;0;0;55.2;55.2
784;19.9;19.9;19.9;19.9;0;0;0;0;53.9;53.9
785;19.9;19.9;19.9;19.9;0;0;0;0;52.6;52.6
786;19.9;19.9;19.9;19.9;0;0;0;0;51.4;51.4
787;19.9;19.9;19.9;19.9;0;0;0;0;50.1;50.1
788;19.9;19.9;19.9;19.9;0;0;0;0;51.5;51.5
789;19.9;19.9;19.9;19.9;0;0;0;0;53.1;53.1
790;19.9;19.9;19.9;19.9;0;0;0;0;54.8;54.8
791;19.9;19.9;19.9;19.9;0;0;0;0;56.6;56.6
792;19.9;19.9;19.9;19.9;0;0;0;0;58.5;58.5
793;19.9;19.9;19.9;19.9;0;0;0;0;60.6;60.6
794;19.9;19.9;19.9;19.9;0;0;0;0;62.8;62.8
795;19.9;19.9;19.9;19.9;0;0;0;0;64.9;64.9
796;19.9;19.9;19.9;19.9;0;0;0;0;67;67
797;19.9;19.9;19.9;19.9;0;0;0;0;69.1;69.1
798;19.9;19.9;19.9;19.9;0;0;0;0;70.9;70.9
799;19.9;19.9;19.9;19.9;0;0;0;0;72.2;72.2
800;19.9;19.9;19.9;19.9;0;0;0;0;72.8;72.8
801;19.9;19.9;19.9;19.9;0;0;0;0;72.8;72.8
802;19.9;19.9;19.9;19.9;0;0;0;0;71.9;71.9
803;19.9;19.9;19.9;19.9;0;0;0;0;70.5;70.5
804;19.9;19.9;19.9;19.9;0;0;0;0;68.8;68.8
805;19.9;19.9;19.9;19.9;0;0;0;0;67.1;67.1
806;19.9;19.9;19.9;19.9;0;0;0;0;65.4;65.4
807;19.9;19.9;19.9;19.9;0;0;0;0;63.9;63.9
808;19.9;19.9;19.9;19.9;0;0;0;0;62.8;62.8
809;19.9;19.9;19.9;19.9;0;0;0;0;61.8;61.8
810;19.9;19.9;19.9;19.9;0;0;0;0;61;61
811;19.9;19.9;19.9;19.9;0;0;0;0;60.4;60.4
812;19.9;19.9;19.9;19.9;0;0;0;0;60;60
813;19.9;19.9;19.9;19.9;0;0;0;0;60.2;60.2
814;19.9;19.9;19.9;19.9;0;0;0;0;61.4;61.4
815;19.9;19.9;19.9;19.9;0;0;0;0;63.3;63.3
816;19.9;19.9;19.9;19.9;0;0;0;0;65.5;65.5
817;19.9;19.9;19.9;19.9;0;0;0;0;67.4;67.4
818;19.9;19.9;19.9;19.9;0;0;0;0;68.5;68.5
819;19.9;19.9;19.9;19.9;0;0;0;0;68.7;68.7
820;19.9;19.9;19.9;19.9;0;0;0;0;68.1;68.1
821;19.9;19.9;19.9;19.9;0;0;0;0;67.3;67.3
822;19.9;19.9;19.9;19.9;0;0;0;0;66.5;66.5
823;19.9;19.9;19.9;19.9;0;0;0;0;65.9;65.9
824;19.9;19.9;19.9;19.9;0;0;0;0;65.5;65.5
825;19.9;19.9;19.9;19.9;0;0;0;0;64.9;64.9
826;19.9;19.9;19.9;19.9;0;0;0;0;64.1;64.1
827;19.9;19.9;19.9;19.9;0;0;0;0;63;63
828;19.9;19.9;19.9;19.9;0;0;0;0;62.1;62.1
829;19.9;19.9;19.9;19.9;0;0;0;0;61.6;61.6
830;19.9;19.9;19.9;19.9;0;0;0;0;61.7;61.7
831;19.9;19.9;19.9;19.9;0;0;0;0;62.3;62.3
832;19.9;19.9;19.9;19.9;0;0;0;0;63.5;63.5
833;19.9;19.9;19.9;19.9;0;0;0;0;65.3;65.3
834;19.9;19.9;19.9;19.9;0;0;0;0;67.3;67.3
835;19.9;19.9;19.9;19.9;0;0;0;0;69.2;69.3
836;19.9;19.9;19.9;19.9;0;0;0;0;71.1;71.4
837;19.9;19.9;19.9;19.9;0;0;0;0;73;73.5
838;19.9;19.9;19.9;19.9;0;0;0;0;74.8;75.6
839;19.9;19.9;19.9;19.9;0;0;0;0;75.7;77.7
840;19.9;19.9;19.9;19.9;0;0;0;0;76.7;79.7
841;19.9;19.9;19.9;19.9;0;0;0;0;77.5;81.5
842;19.9;19.9;19.9;19.9;0;0;0;0;78.1;83.1
843;19.9;19.9;19.9;19.9;0;0;0;0;78.6;84.6
844;19.9;19.9;19.9;19.9;0;0;0;0;79;86
845;19.9;19.9;19.9;19.9;0;0;0;0;79.4;87.4
846;19.9;19.9;19.9;19.9;0;0;0;0;79.7;88.7
847;19.9;19.9;19.9;19.9;0;0;0;0;80.1;89.6
848;19.9;19.9;19.9;19.9;0;0;0;0;80.7;90.2
849;19.9;19.9;19.9;19.9;0;0;0;0;80.8;90.7
850;19.9;19.9;19.9;19.9;0;0;0;0;81;91.2
851;19.9;19.9;19.9;19.9;0;0;0;0;81.2;91.8
852;19.9;19.9;19.9;19.9;0;0;0;0;81.6;92.4
853;19.9;19.9;19.9;19.9;0;0;0;0;81.9;93
854;19.9;19.9;19.9;19.9;0;0;0;0;82.1;93.6
855;19.9;19.9;19.9;19.9;0;0;0;0;82.1;94.1
856;19.9;19.9;19.9;19.9;0;0;0;0;82.3;94.3
857;19.9;19.9;19.9;19.9;0;0;0;0;82.4;94.4
858;19.9;19.9;19.9;19.9;0;0;0;0;82.4;94.4
859;19.9;19.9;19.9;19.9;0;0;0;0;82.3;94.3
860;19.9;19.9;19.9;19.9;0;0;0;0;82.3;94.3
861;19.9;19.9;19.9;19.9;0;0;0;0;82.2;94.2
862;19.9;19.9;19.9;19.9;0;0;0;0;82.2;94.2
863;19.9;19.9;19.9;19.9;0;0;0;0;82.1;94.2
864;19.9;19.9;19.9;19.9;0;0;0;0;82.1;94.1
865;19.9;19.9;19.9;19.9;0;0;0;0;82;94
866;19.9;19.9;19.9;19.9;0;0;0;0;82;94
867;19.9;19.9;19.9;19.9;0;0;0;0;81.9;93.9
868;19.9;19.9;19.9;19.9;0;0;0;0;81.9;93.9
869;19.9;19.9;19.9;19.9;0;0;0;0;81.9;93.9
870;19.9;19.9;19.9;19.9;0;0;0;0;81.9;93.9
871;19.9;19.9;19.9;19.9;0;0;0;0;81.9;93.9
872;19.9;19.9;19.9;19.9;0;0;0;0;82;94
873;19.9;19.9;19.9;19.9;0;0;0;0;82;94
874;19.9;19.9;19.9;19.9;0;0;0;0;82.1;94.1
875;19.9;19.9;19.9;19.9;0;0;0;0;82.2;94.2
876;19.9;19.9;19.9;19.9;0;0;0;0;82.3;94.3
877;19.9;19.9;19.9;19.9;0;0;0;0;82.4;94.4
878;19.9;19.9;19.9;19.9;0;0;0;0;82.5;94.5
879;19.9;19.9;19.9;19.9;0;0;0;0;82.5;94.5
880;19.9;19.9;19.9;19.9;0;0;0;0;82.5;94.5
881;19.9;19.9;19.9;19.9;0;0;0;0;82.5;94.5
882;19.9;19.9;19.9;19.9;0;0;0;0;82.4;94.4
883;19.9;19.9;19.9;19.9;0;0;0;0;82.4;94.5
884;21.3;21.3;21.3;21.3;0;0;0;0;82.4;94.6
885;21.3;21.3;21.3;21.3;0;0;0;0;82.5;94.7
886;21.3;21.3;21.3;21.3;0;0;0;0;82.5;94.8
887;21.3;21.3;21.3;21.3;0;0;0;0;82.5;94.9
888;21.3;21.3;21.3;21.3;0;0;0;0;82.4;94.8
889;21.3;21.3;21.3;21.3;0;0;0;0;82.3;94.3
890;21.3;21.3;21.3;21.3;0;0;0;0;81.6;93.3
891;21.3;21.3;21.3;21.3;0;0;0;0;81.3;91.8
892;21.3;21.3;21.3;21.3;0;0;0;0;80.3;89.6
893;21.3;21.3;21.3;21.3;0;0;0;0;79.9;87
894;21.3;21.3;21.3;21.3;0;0;0;0;79.2;84.1
895;21.3;21.3;21.3;21.3;0;0;0;0;79.2;81.2
896;21.3;21.3;21.3;21.3;0;0;0;0;78.4;78.4
897;21.3;21.3;21.3;21.3;0;0;0;0;75.7;75.7
898;21.3;21.3;21.3;21.3;0;0;0;0;73.2;73.2
899;21.3;21.3;21.3;21.3;0;0;0;0;71.1;71.1
900;21.3;21.3;21.3;21.3;0;0;0;0;69.5;69.5
901;21.3;21.3;21.3;21.3;0;0;0;0;68.3;68.3
902;21.3;21.3;21.3;21.3;0;0;0;0;67.3;67.3
903;21.3;21.3;21.3;21.3;0;0;0;0;66.1;66.1
904;21.3;21.3;21.3;21.3;0;0;0;0;63.9;63.9
905;21.3;21.3;21.3;21.3;0;0;0;0;60.2;60.2
906;21.3;21.3;21.3;21.3;0;0;0;0;54.9;54.9
907;21.3;21.3;21.3;21.3;0;0;0;0;48.1;48.1
908;21.3;21.3;21.3;21.3;0;0;0;0;40.9;40.9
909;21.3;21.3;21.3;21.3;0;0;0;0;36;36
910;21.3;21.3;21.3;21.3;0;0;0;0;33.9;33.9
911;21.3;21.3;21.3;21.3;0;0;0;0;33.9;33.9
912;21.3;21.3;21.3;21.3;0;0;0;0;36.5;36.5
913;21.3;21.3;21.3;21.3;0;0;0;0;40.1;41
914;21.3;21.3;21.3;21.3;0;0;0;0;43.5;45.3
915;21.3;21.3;21.3;21.3;0;0;0;0;46.8;49.2
916;21.3;21.3;21.3;21.3;0;0;0;0;49.8;51.5
917;21.3;21.3;21.3;21.3;0;0;0;0;52.8;53.2
918;21.3;21.3;21.3;21.3;0;0;0;0;53.9;53.9
919;21.3;21.3;21.3;21.3;0;0;0;0;53.9;53.9
920;21.3;21.3;21.3;21.3;0;0;0;0;53.7;53.7
921;21.3;21.3;21.3;21.3;0;0;0;0;53.7;53.7
922;21.3;21.3;21.3;21.3;0;0;0;0;54.3;54.3
923;21.3;21.3;21.3;21.3;0;0;0;0;55.4;55.4
924;21.3;21.3;21.3;21.3;0;0;0;0;56.8;56.8
925;21.3;21.3;21.3;21.3;0;0;0;0;58.1;58.1
926;21.3;21.3;21.3;21.3;0;0;0;0;58.9;58.9
927;21.3;21.3;21.3;21.3;0;0;0;0;58.2;58.2
928;21.3;21.3;21.3;21.3;0;0;0;0;55.8;55.8
929;21.3;21.3;21.3;21.3;0;0;0;0;52.6;52.6
930;21.3;21.3;21.3;21.3;0;0;0;0;49.2;49.2
931;21.3;21.3;21.3;21.3;0;0;0;0;47.6;47.6
932;21.3;21.3;21.3;21.3;0;0;0;0;48.4;48.4
933;21.3;21.3;21.3;21.3;0;0;0;0;51.4;51.8
934;21.3;21.3;21.3;21.3;0;0;0;0;54.2;55.7
935;21.3;21.3;21.3;21.3;0;0;0;0;56.9;59.6
936;21.3;21.3;21.3;21.3;0;0;0;0;59.4;63
937;21.3;21.3;21.3;21.3;0;0;0;0;61.8;65.9
938;21.3;21.3;21.3;21.3;0;0;0;0;64.1;68.1
939;21.3;21.3;21.3;21.3;0;0;0;0;66.2;69.8
940;21.3;21.3;21.3;21.3;0;0;0;0;68.2;71.1
941;21.3;21.3;21.3;21.3;0;0;0;0;70.2;72.1
942;21.3;21.3;21.3;21.3;0;0;0;0;72;72.9
943;21.3;21.3;21.3;21.3;0;0;0;0;73.7;73.7
944;21.3;21.3;21.3;21.3;0;0;0;0;74.4;74.4
945;21.3;21.3;21.3;21.3;0;0;0;0;75.1;75.1
946;21.3;21.3;21.3;21.3;0;0;0;0;75.8;75.8
947;21.3;21.3;21.3;21.3;0;0;0;0;76.5;76.5
948;21.3;21.3;21.3;21.3;0;0;0;0;77.2;77.2
949;21.3;21.3;21.3;21.3;0;0;0;0;77.8;77.8
950;21.3;21.3;21.3;21.3;0;0;0;0;78.5;78.5
951;21.3;21.3;21.3;21.3;0;0;0;0;79.2;79.2
952;21.3;21.3;21.3;21.3;0;0;0;0;80;80
953;21.3;21.3;21.3;21.3;0;0;0;0;81;81
954;21.3;21.3;21.3;21.3;0;0;0;0;81.2;82
955;21.3;21.3;21.3;21.3;0;0;0;0;81.8;83
956;21.3;21.3;21.3;21.3;0;0;0;0;82.2;83.7
957;21.3;21.3;21.3;21.3;0;0;0;0;82.2;84.2
958;21.3;21.3;21.3;21.3;0;0;0;0;82.4;84.4
959;21.3;21.3;21.3;21.3;0;0;0;0;82.5;84.5
960;21.3;21.3;21.3;21.3;0;0;0;0;82.5;84.4
961;21.3;21.3;21.3;21.3;0;0;0;0;82.5;84.1
962;21.3;21.3;21.3;21.3;0;0;0;0;82.5;83.7
963;21.3;21.3;21.3;21.3;0;0;0;0;82.3;83.2
964;21.3;21.3;21.3;21.3;0;0;0;0;82.1;82.8
965;21.3;21.3;21.3;21.3;0;0;0;0;82.1;82.6
966;21.3;21.3;21.3;21.3;0;0;0;0;82.1;82.5
967;21.3;21.3;21.3;21.3;0;0;0;0;82.1;82.4
968;21.3;21.3;21.3;21.3;0;0;0;0;82.1;82.3
969;21.3;21.3;21.3;21.3;0;0;0;0;82.1;82.2
970;21.3;21.3;21.3;21.3;0;0;0;0;82.1;82.2
971;21.3;21.3;21.3;21.3;0;0;0;0;82.1;82.2
972;21.3;21.3;21.3;21.3;0;0;0;0;82.1;82.1
973;21.3;21.3;21.3;21.3;0;0;0;0;81.9;81.9
974;21.3;21.3;21.3;21.3;0;0;0;0;81.6;81.6
975;21.3;21.3;21.3;21.3;0;0;0;0;81.3;81.3
976;21.3;21.3;21.3;21.3;0;0;0;0;81.1;81.1
977;21.3;21.3;21.3;21.3;0;0;0;0;80.8;80.8
978;21.3;21.3;21.3;21.3;0;0;0;0;80.6;80.6
979;21.3;21.3;21.3;21.3;0;0;0;0;80.4;80.4
980;21.3;21.3;21.3;21.3;0;0;0;0;80.1;80.1
981;21.3;21.3;21.3;21.3;0;0;0;0;79.7;79.7
982;21.3;21.3;21.3;21.3;0;0;0;0;78.6;78.6
983;21.3;21.3;21.3;21.3;0;0;0;0;76.8;76.8
984;21.3;21.3;21.3;21.3;0;0;0;0;73.7;73.7
985;21.3;21.3;21.3;21.3;0;0;0;0;69.4;69.4
986;21.3;21.3;21.3;21.3;0;0;0;0;64;64
987;21.3;21.3;21.3;21.3;0;0;0;0;58.6;58.6
988;21.3;21.3;21.3;21.3;0;0;0;0;53.2;53.2
989;21.3;21.3;21.3;21.3;0;0;0;0;47.8;47.8
990;21.3;21.3;21.3;21.3;0;0;0;0;42.4;42.4
991;21.3;21.3;21.3;21.3;0;0;0;0;37;37
992;21.3;21.3;21.3;21.3;0;0;0;0;33;33
993;21.3;21.3;21.3;21.3;0;0;0;0;30.9;30.9
994;21.3;21.3;21.3;21.3;0;0;0;0;30.9;30.9
995;21.3;21.3;21.3;21.3;0;0;0;0;33.5;33.5
996;21.3;21.3;21.3;21.3;0;0;0;0;37.2;38
997;21.3;21.3;21.3;21.3;0;0;0;0;40.8;42.5
998;21.3;21.3;21.3;21.3;0;0;0;0;44.2;47
999;21.3;21.3;21.3;21.3;0;0;0;0;47.4;51
1000;21.3;21.3;21.3;21.3;0;0;0;0;50.4;53.5
1001;21.3;21.3;21.3;21.3;0;0;0;0;53.3;55.1
1002;21.3;21.3;21.3;21.3;0;0;0;0;56.1;56.4
1003;21.3;21.3;21.3;21.3;0;0;0;0;57.3;57.3
1004;21.3;21.3;21.3;21.3;0;0;0;0;58.1;58.1
1005;21.3;21.3;21.3;21.3;0;0;0;0;58.8;58.8
1006;21.3;21.3;21.3;21.3;0;0;0;0;59.4;59.4
1007;21.3;21.3;21.3;21.3;0;0;0;0;59.8;59.8
1008;21.3;21.3;21.3;21.3;0;0;0;0;59.7;59.7
1009;21.3;21.3;21.3;21.3;0;0;0;0;59.4;59.4
1010;21.3;21.3;21.3;21.3;0;0;0;0;59.2;59.2
1011;17.6;17.6;17.6;17.6;0;0;0;0;59.2;59.2
1012;17.6;17.6;17.6;17.6;0;0;0;0;59.6;59.6
1013;17.6;17.6;17.6;17.6;0;0;0;0;60;60
1014;17.6;17.6;17.6;17.6;0;0;0;0;60.5;60.5
1015;17.6;17.6;17.6;17.6;0;0;0;0;61;61
1016;17.6;17.6;17.6;17.6;0;0;0;0;61.2;61.2
1017;17.6;17.6;17.6;17.6;0;0;0;0;61.3;61.3
1018;17.6;17.6;17.6;17.6;0;0;0;0;61.4;61.4
1019;17.6;17.6;17.6;17.6;0;0;0;0;61.7;61.7
1020;17.6;17.6;17.6;17.6;0;0;0;0;62.3;62.3
1021;17.6;17.6;17.6;17.6;0;0;0;0;63.1;63.1
1022;17.6;17.6;17.6;17.6;0;0;0;0;63.6;63.6
1023;17.6;17.6;17.6;17.6;0;0;0;0;63.9;63.9
1024;17.6;17.6;17.6;17.6;0;0;0;0;63.8;63.8
1025;17.6;17.6;17.6;17.6;0;0;0;0;63.6;63.6
1026;17.6;17.6;17.6;17.6;0;0;0;0;63.3;63.3
1027;17.6;17.6;17.6;17.6;0;0;0;0;62.8;62.8
1028;17.6;17.6;17.6;17.6;0;0;0;0;61.9;61.9
1029;17.6;17.6;17.6;17.6;0;0;0;0;60.5;60.5
1030;17.6;17.6;17.6;17.6;0;0;0;0;58.6;58.6
1031;17.6;17.6;17.6;17.6;0;0;0;0;56.5;56.5
1032;17.6;17.6;17.6;17.6;0;0;0;0;54.6;54.6
1033;17.6;17.6;17.6;17.6;0;0;0;0;53.8;53.8
1034;17.6;17.6;17.6;17.6;0;0;0;0;54.5;54.5
1035;17.6;17.6;17.6;17.6;0;0;0;0;56.1;56.1
1036;17.6;17.6;17.6;17.6;0;0;0;0;57.9;57.9
1037;17.6;17.6;17.6;17.6;0;0;0;0;59.7;59.7
1038;17.6;17.6;17.6;17.6;0;0;0;0;61.2;61.2
1039;17.6;17.6;17.6;17.6;0;0;0;0;62.3;62.3
1040;17.6;17.6;17.6;17.6;0;0;0;0;63.1;63.1
1041;17.6;17.6;17.6;17.6;0;0;0;0;63.6;63.6
1042;17.6;17.6;17.6;17.6;0;0;0;0;63.5;63.5
1043;17.6;17.6;17.6;17.6;0;0;0;0;62.7;62.7
1044;17.6;17.6;17.6;17.6;0;0;0;0;60.9;60.9
1045;17.6;17.6;17.6;17.6;0;0;0;0;58.7;58.7
1046;17.6;17.6;17.6;17.6;0;0;0;0;56.4;56.4
1047;17.6;17.6;17.6;17.6;0;0;0;0;54.5;54.5
1048;17.6;17.6;17.6;17.6;0;0;0;0;53.3;53.3
1049;17.6;17.6;17.6;17.6;0;0;0;0;53;53
1050;17.6;17.6;17.6;17.6;0;0;0;0;53.5;53.5
1051;17.6;17.6;17.6;17.6;0;0;0;0;54.6;54.6
1052;17.6;17.6;17.6;17.6;0;0;0;0;56.1;56.1
1053;17.6;17.6;17.6;17.6;0;0;0;0;57.6;57.6
1054;17.6;17.6;17.6;17.6;0;0;0;0;58.9;58.9
1055;17.6;17.6;17.6;17.6;0;0;0;0;59.8;59.8
1056;17.6;17.6;17.6;17.6;0;0;0;0;60.3;60.3
1057;17.6;17.6;17.6;17.6;0;0;0;0;60.7;60.7
1058;17.6;17.6;17.6;17.6;0;0;0;0;61.3;61.3
1059;17.6;17.6;17.6;17.6;0;0;0;0;62.4;62.4
1060;17.6;17.6;17.6;17.6;0;0;0;0;64.1;64.1
1061;17.6;17.6;17.6;17.6;0;0;0;0;66.2;66.2
1062;17.6;17.6;17.6;17.6;0;0;0;0;68.1;68.1
1063;17.6;17.6;17.6;17.6;0;0;0;0;69.7;69.7
1064;17.6;17.6;17.6;17.6;0;0;0;0;70.4;70.4
1065;17.6;17.6;17.6;17.6;0;0;0;0;70.7;70.7
1066;17.6;17.6;17.6;17.6;0;0;0;0;70.7;70.7
1067;17.6;17.6;17.6;17.6;0;0;0;0;70.7;70.7
1068;17.6;17.6;17.6;17.6;0;0;0;0;70.7;70.7
1069;17.6;17.6;17.6;17.6;0;0;0;0;70.6;70.6
1070;17.6;17.6;17.6;17.6;0;0;0;0;70.5;70.5
1071;17.6;17.6;17.6;17.6;0;0;0;0;70.4;70.4
1072;17.6;17.6;17.6;17.6;0;0;0;0;70.2;70.2
1073;17.6;17.6;17.6;17.6;0;0;0;0;70.1;70.1
1074;17.6;17.6;17.6;17.6;0;0;0;0;69.8;69.8
1075;17.6;17.6;17.6;17.6;0;0;0;0;69.5;69.5
1076;17.6;17.6;17.6;17.6;0;0;0;0;69.1;69.1
1077;17.6;17.6;17.6;17.6;0;0;0;0;69.1;69.1
1078;17.6;17.6;17.6;17.6;0;0;0;0;69.5;69.5
1079;17.6;17.6;17.6;17.6;0;0;0;0;70.3;70.3
1080;17.6;17.6;17.6;17.6;0;0;0;0;71.2;71.2
1081;17.6;17.6;17.6;17.6;0;0;0;0;72;72
1082;17.6;17.6;17.6;17.6;0;0;0;0;72.6;72.6
1083;17.6;17.6;17.6;17.6;0;0;0;0;72.8;72.8
1084;17.6;17.6;17.6;17.6;0;0;0;0;72.7;72.7
1085;17.6;17.6;17.6;17.6;0;0;0;0;72;72
1086;17.6;17.6;17.6;17.6;0;0;0;0;70.4;70.4
1087;17.6;17.6;17.6;17.6;0;0;0;0;67.7;67.7
1088;17.6;17.6;17.6;17.6;0;0;0;0;64.4;64.4
1089;17.6;17.6;17.6;17.6;0;0;0;0;61;61
1090;17.6;17.6;17.6;17.6;0;0;0;0;57.6;57.6
1091;17.6;17.6;17.6;17.6;0;0;0;0;54;54
1092;17.6;17.6;17.6;17.6;0;0;0;0;49.7;49.7
1093;17.6;17.6;17.6;17.6;0;0;0;0;44.4;44.4
1094;17.6;17.6;17.6;17.6;0;0;0;0;38.2;38.2
1095;17.6;17.6;17.6;17.6;0;0;0;0;31.2;31.2
1096;17.6;17.6;17.6;17.6;0;0;0;0;24;24
1097;17.6;17.6;17.6;17.6;0;0;0;0;16.8;16.8
1098;17.6;17.6;17.6;17.6;0;0;0;0;10.4;10.4
1099;17.6;17.6;17.6;17.6;0;0;0;0;5.7;5.7
1100;17.6;17.6;17.6;17.6;0;0;0;0;2.8;2.8
1101;17.6;17.6;17.6;17.6;0;0;0;0;1.6;1.6
1102;17.6;17.6;17.6;17.6;0;0;0;0;0.3;0.3
1103;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1104;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1105;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1106;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1107;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1108;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1109;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1110;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1111;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1112;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1113;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1114;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1115;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1116;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1117;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1118;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1119;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1120;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1121;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1122;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1123;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1124;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1125;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1126;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1127;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1128;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1129;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1130;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1131;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1132;17.6;17.6;17.6;17.6;0;0;0;0;0;0
1133;17.6;17.6;17.6;17.6;0;0;0;0;2.3;2.3
1134;17.6;17.6;17.6;17.6;0;0;0;0;7.2;7.2
1135;17.6;17.6;17.6;17.6;0;0;0;0;13.5;14.6
1136;17.6;17.6;17.6;17.6;0;0;0;0;18.7;23.5
1137;17.6;17.6;17.6;17.6;0;0;0;0;22.9;33
1138;17.6;17.6;17.6;17.6;0;0;0;0;26.7;42.7
1139;17.6;17.6;17.6;17.6;0;0;0;0;30;51.8
1140;17.6;17.6;17.6;17.6;0;0;0;0;32.8;59.4
1141;17.6;17.6;17.6;17.6;0;0;0;0;35.2;65.3
1142;17.6;17.6;17.6;17.6;0;0;0;0;37.3;69.6
1143;17.6;17.6;17.6;17.6;0;0;0;0;39.1;72.3
1144;17.6;17.6;17.6;17.6;0;0;0;0;40.8;73.9
1145;17.6;17.6;17.6;17.6;0;0;0;0;41.8;75
